"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 19 17:47:56 GMT 2023","Fri May 19 17:47:56 GMT 2023","0","","chrome.MobileChromeTest","","chrome.MobileChromeTest","","MobileChromeTest",""
"failed","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:47:59 GMT 2023","104","","api.MTSCreditTest","","api.MTSCreditTest","successAuthenticationUser","'POST' Успешная аутентификация и получение токена","Проверяем, что аутентификация пройдет успешно с данными выданными с документацией проекта. Получение токена"
"broken","Fri May 19 17:48:07 GMT 2023","Fri May 19 17:48:08 GMT 2023","1110","","chrome.ChromeTest","","chrome.ChromeTest","depozitTest","Проверка появления ошибки не проставления чекбокса соглашения на обработку",""
"failed","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:47:59 GMT 2023","34","","api.MTSCreditTest","","api.MTSCreditTest","errorOrderCheck","'POST' Негативная проверка метода подачи заявки на кредит выбрав несуществующий тариф [3] 1000","Проверяем, что при методе подачи заявки на кредит в теле запроса нельзя указать несуществующий номер тарифа"
"failed","Fri May 19 17:47:52 GMT 2023","Fri May 19 17:47:59 GMT 2023","7555","","api.MTSCreditTest","","api.MTSCreditTest","successOrderCheck","'POST' Успешная проверка метода подачи заявки на кредит","Проверяем, что при методе подачи заявки на кредит в теле ответа есть orderId"
"broken","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:48:00 GMT 2023","1197","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [1] Кредитование",""
"broken","Fri May 19 17:48:00 GMT 2023","Fri May 19 17:48:02 GMT 2023","1111","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [2] Кредитные карты",""
"broken","Fri May 19 17:48:03 GMT 2023","Fri May 19 17:48:04 GMT 2023","1112","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [4] Вклады и счета",""
"failed","Fri May 19 17:48:00 GMT 2023","Fri May 19 17:48:00 GMT 2023","45","","api.MTSCreditTest","","api.MTSCreditTest","successGetTariffs","'GET' Успешная проверка списка тарифов","Проверяем, что в полученном списке тарифов есть тарифы из ТЗ"
"broken","Fri May 19 17:47:57 GMT 2023","Fri May 19 17:47:58 GMT 2023","1330","","chrome.ChromeTest","","chrome.ChromeTest","addressTest","Проверка ссылки кнопки Адреса",""
"broken","Fri May 19 17:48:06 GMT 2023","Fri May 19 17:48:07 GMT 2023","1110","","chrome.ChromeTest","","chrome.ChromeTest","smallBusinessTest","Проверка наличия кнопки 'Отправить заявку' в блоках ссылка которых содержит /malomu-biznesu/",""
"failed","Fri May 19 17:48:00 GMT 2023","Fri May 19 17:48:00 GMT 2023","23","","api.MTSCreditTest","","api.MTSCreditTest","errorStatusOrderCheck","'GET' Негативная проверка получения статуса несуществующей заявки","Проверяем, что выдаст ошибку при попытке запроса статуса несуществующей заявки"
"failed","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:47:59 GMT 2023","33","","api.MTSCreditTest","","api.MTSCreditTest","errorOrderCheck","'POST' Негативная проверка метода подачи заявки на кредит выбрав несуществующий тариф [2] 4","Проверяем, что при методе подачи заявки на кредит в теле запроса нельзя указать несуществующий номер тарифа"
"failed","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:47:59 GMT 2023","47","","api.MTSCreditTest","","api.MTSCreditTest","errorDeleteOrder","'DELETE' Негативное удаление несуществующей заявки","Проверяем, что при удалении несуществующей заявки выдаст ошибку ORDER_NOT_FOUND"
"broken","Fri May 19 17:48:05 GMT 2023","Fri May 19 17:48:06 GMT 2023","1110","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [6] Бизнес",""
"failed","Fri May 19 17:48:00 GMT 2023","Fri May 19 17:48:00 GMT 2023","44","","api.MTSCreditTest","","api.MTSCreditTest","successStatusOrderCheck","'GET' Успешная проверка соответствия статуса ордера в методе получения статуса заявки","Проверяем, что значение статуса ордера соответствует статусу этого ордера из ответа в методе получения статуса заявки"
"failed","Fri May 19 17:48:00 GMT 2023","Fri May 19 17:48:00 GMT 2023","42","","api.MTSCreditTest","","api.MTSCreditTest","successDeleteOrder","'DELETE' Успешное удаление существующей заявки","Проверяем, что заявка успешно удалится"
"broken","Fri May 19 17:48:02 GMT 2023","Fri May 19 17:48:03 GMT 2023","1109","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [3] Дебетовые карты",""
"broken","Fri May 19 17:48:04 GMT 2023","Fri May 19 17:48:05 GMT 2023","1110","","chrome.ChromeTest","","chrome.ChromeTest","blogTest","Проверка соответствия подписи в блоках продукта в разделе 'Блог' [5] Ипотека",""
"broken","Fri May 19 17:47:58 GMT 2023","Fri May 19 17:47:59 GMT 2023","1186","","chrome.ChromeTest","","chrome.ChromeTest","groupsOfCompaniesTest","Проверка выпадающих элементов в 'Группах компаний'",""
"failed","Fri May 19 17:47:59 GMT 2023","Fri May 19 17:47:59 GMT 2023","104","","api.MTSCreditTest","","api.MTSCreditTest","errorOrderCheck","'POST' Негативная проверка метода подачи заявки на кредит выбрав несуществующий тариф [1] 0","Проверяем, что при методе подачи заявки на кредит в теле запроса нельзя указать несуществующий номер тарифа"
